2019/05/09 13:02:00 [emerg] 1#1: unexpected end of parameter, expecting ";" in command line
2019/10/22 12:58:07 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/22 12:58:12 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/30 17:17:31 [error] 13#13: *2955 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/rise/index"
2019/10/30 18:53:28 [error] 13#13: *3927 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/clear/app HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/clear/app", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/30 18:53:29 [error] 13#13: *3927 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/clear/app"
2019/10/30 18:53:31 [error] 13#13: *3927 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/clear/app HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/clear/app", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/30 18:53:32 [error] 13#13: *3927 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/clear/app HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/clear/app", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/30 18:53:33 [error] 13#13: *3927 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/clear/app HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/clear/app", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/30 18:53:34 [error] 13#13: *3927 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/clear/app HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/clear/app", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/30 18:53:35 [error] 13#13: *3927 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/clear/app"
2019/10/30 19:43:56 [error] 13#13: *4950 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:39080/", host: "aso.haitunzhuan.com"
2019/10/30 19:43:59 [error] 13#13: *4950 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/31 11:49:26 [error] 13#13: *14693 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.211, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/10/31 11:49:32 [error] 13#13: *14696 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.211, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/10/31 11:49:35 [error] 13#13: *14698 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.211, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/10/31 11:49:41 [error] 13#13: *14702 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.211, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/10/31 16:20:49 [error] 13#13: *20234 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /aso/keyrank/heat HTTP/1.1", upstream: "http://172.16.134.81:39080/aso/keyrank/heat", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/31 16:20:49 [error] 13#13: *20234 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/aso/keyrank/heat"
2019/10/31 16:20:51 [error] 13#13: *20234 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /aso/keyrank/heat HTTP/1.1", upstream: "http://172.16.134.81:39080/aso/keyrank/heat", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/31 16:20:52 [error] 13#13: *20234 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/aso/keyrank/heat"
2019/10/31 18:58:59 [error] 13#13: *23298 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/drop/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/drop/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/rise/index"
2019/10/31 18:59:02 [error] 13#13: *23298 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/rise/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/rise/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/clear/keyword"
2019/11/01 00:55:13 [error] 13#13: *27661 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.211, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 00:55:13 [error] 13#13: *27663 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.211, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 00:55:19 [error] 13#13: *27665 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.211, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 00:55:19 [error] 13#13: *27667 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.211, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 09:39:33 [error] 13#13: *32605 upstream prematurely closed connection while reading response header from upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/offline.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/offline.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/11/01 09:39:33 [error] 13#13: *32605 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/offline.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/offline.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/11/01 09:57:11 [error] 13#13: *33261 upstream prematurely closed connection while reading response header from upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "POST /rank/clear/ajaxKeywordList HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/clear/ajaxKeywordList", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/clear/keyword"
2019/11/01 09:57:18 [error] 13#13: *33261 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/clear/keyword HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/clear/keyword", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/clear/keyword"
2019/11/01 09:59:04 [error] 13#13: *32881 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/app/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/app/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/11/01 09:59:04 [error] 13#13: *32881 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/11/01 09:59:06 [error] 13#13: *32881 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/app/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/app/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/11/01 09:59:06 [error] 13#13: *32881 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/11/01 09:59:08 [error] 13#13: *32881 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/app/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/app/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/11/01 09:59:09 [error] 13#13: *32881 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/11/01 09:59:20 [error] 13#13: *32881 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /rank/app/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/app/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/11/01 09:59:21 [error] 13#13: *32881 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/11/01 11:14:46 [error] 13#13: *34928 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 11:14:46 [error] 13#13: *34930 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 11:14:51 [error] 13#13: *34934 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 11:14:51 [error] 13#13: *34936 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 22:21:49 [error] 13#13: *6008 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 22:21:49 [error] 13#13: *6010 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 22:21:54 [error] 13#13: *6016 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/01 22:21:54 [error] 13#13: *6018 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/02 07:19:11 [error] 13#13: *11577 upstream timed out (110: Connection timed out) while connecting to upstream, client: 193.106.29.66, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/04 11:35:26 [error] 13#13: *42549 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/04 11:35:26 [error] 13#13: *42551 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/04 11:35:31 [error] 13#13: *42554 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/04 11:35:31 [error] 13#13: *42556 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/05 11:01:49 [error] 13#13: *59084 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.210, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/05 11:01:49 [error] 13#13: *59086 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.210, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/05 11:01:55 [error] 13#13: *59089 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.210, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/05 11:01:55 [error] 13#13: *59091 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.210, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/06 01:25:40 [error] 13#13: *70745 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.210, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/06 01:25:40 [error] 13#13: *70747 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.210, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/06 01:25:45 [error] 13#13: *70749 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.210, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/06 01:25:45 [error] 13#13: *70751 upstream timed out (110: Connection timed out) while connecting to upstream, client: 69.4.93.210, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/06 18:17:26 [alert] 13#13: *77534 write() to "/usr/local/openresty/nginx/logs/host.access.log" was incomplete: 83 of 504 while logging request, client: 120.27.155.86, server: _, request: "GET http://api.huobi.pro/market:80/depth?symbol=btcusdt&type=step0 HTTP/1.1", host: "api.huobi.pro/market"
2019/11/06 18:18:30 [alert] 13#13: *77541 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 120.27.155.86, server: _, request: "GET http://hangqing.ymt.com:80/chandi_7325_484928_0 HTTP/1.1", host: "hangqing.ymt.com"
2019/11/06 18:18:30 [alert] 14#14: *77542 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 120.27.155.86, server: _, request: "GET http://www.baidu.com/ HTTP/1.1", host: "www.baidu.com"
2019/11/06 18:19:37 [alert] 13#13: *77546 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 120.27.155.86, server: _, request: "GET http://index.sci99.com:80/oil-752.html HTTP/1.1", host: "index.sci99.com"
2019/11/06 18:20:37 [alert] 13#13: *77549 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 120.27.155.86, server: _, request: "GET http://tool.ccb.com/webtran/static/trendchart:80/getAccountData.gsp?dateType=timeSharing&sec_code=020001 HTTP/1.1", host: "tool.ccb.com/webtran/static/trendchart"
2019/11/06 18:21:44 [alert] 13#13: *77554 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 122.224.240.158, server: _, request: "GET http://flash-api.jin10.com/get_flash_list?channel=2 HTTP/1.1", host: "flash-api.jin10.com"
2019/11/06 18:22:53 [alert] 13#13: *77557 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 114.55.109.146, server: _, request: "GET http://101.200.174.3:8080/YBK58/viewChartData:80/getDayChartData.do?code=E10002&ccode=100001&flag=refresh HTTP/1.1", host: "101.200.174.3:8080/YBK58/viewChartData"
2019/11/06 18:23:54 [alert] 13#13: *77560 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 120.27.155.86, server: _, request: "GET http://101.200.174.3:8080/YBK58/viewChartData:80/getDayChartData.do?code=E10006&ccode=000001&flag=refresh HTTP/1.1", host: "101.200.174.3:8080/YBK58/viewChartData"
2019/11/06 18:24:23 [alert] 14#14: *77564 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 122.224.240.158, server: _, request: "GET http://www.baidu.com/?channel=2 HTTP/1.1", host: "www.baidu.com"
2019/11/06 18:25:00 [alert] 13#13: *77569 write() to "/usr/local/openresty/nginx/logs/host.access.log" failed (28: No space left on device) while logging request, client: 120.27.155.86, server: _, request: "GET http://101.200.174.3:8080/YBK58/viewChartData:80/getDayChartData.do?code=E10003&ccode=000001&flag=refresh HTTP/1.1", host: "101.200.174.3:8080/YBK58/viewChartData"
2019/11/06 18:25:23 [crit] 13#13: *77575 pwritev() "/usr/local/openresty/nginx/proxy_temp/5/72/0000001725" failed (28: No space left on device) while reading upstream, client: 221.192.178.184, server: tb.haitunzhuan.com, request: "GET /addons/tiger_ne2019/11/08 11:03:37 [error] 13#13: *98535 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/08 11:03:37 [error] 13#13: *98537 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/08 11:03:43 [error] 13#13: *98541 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/08 11:03:43 [error] 13#13: *98543 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/10 10:59:17 [error] 12#12: *2891 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/10 10:59:17 [error] 12#12: *2893 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/10 10:59:23 [error] 12#12: *2895 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/10 10:59:23 [error] 12#12: *2897 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/11 02:23:57 [error] 12#12: *7427 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/11 02:23:57 [error] 12#12: *7429 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/11 02:24:02 [error] 12#12: *7431 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/11 02:24:02 [error] 12#12: *7433 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.68, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/11 11:30:26 [error] 12#12: *8804 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.69, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/11 11:30:26 [error] 12#12: *8806 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.69, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/11 11:30:31 [error] 12#12: *8808 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.69, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/11 11:30:31 [error] 12#12: *8810 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.69, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/25 10:59:42 [error] 12#12: *3552 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/25 10:59:45 [error] 12#12: *3554 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/25 10:59:47 [error] 12#12: *3556 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/25 10:59:53 [error] 12#12: *3558 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/26 02:19:10 [error] 12#12: *9946 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/26 02:19:10 [error] 12#12: *9948 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/26 02:19:15 [error] 12#12: *9950 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/11/26 02:19:15 [error] 12#12: *9952 upstream timed out (110: Connection timed out) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2019/12/07 13:47:01 [crit] 12#12: *94684 pwritev() "/usr/local/openresty/nginx/proxy_temp/6/35/0000004356" has written only 4096 of 8192 while reading upstream, client: 111.36.131.112, server: tb.haitunzhuan.com, request: "GET /addons/tiger_newhu/template/mobile/tbgoods/style88/fonts/BMXY.ttf HTTP/1.1", upstream: "http://172.16.134.81:10021/addons/tiger_newhu/template/mobile/tbgoods/style88/fonts/BMXY.ttf", host: "tb.haitunzhuan.com", referrer: "http://tb.haitunzhuan.com/app/index.php?i=1&c=entry&do=index&m=tiger_newhu&ht_uid=1362158"
2019/12/07 14:00:47 [crit] 12#12: *94738 pwritev() "/usr/local/openresty/nginx/proxy_temp/9/35/0000004359" failed (28: No space left on device) while reading upstream, client: 122.136.129.146, server: tb.haitunzhuan.com, request: "GET /addons/tiger_newhu/template/mobile/tbgoods/style88/fonts/BMXY.ttf HTTP/1.1", upstream: "http://172.16.134.81:10021/addons/tiger_newhu/template/mobile/tbgoods/style88/fonts/BMXY.ttf", host: "tb.haitunzhuan.com", referrer: "http://tb.haitunzhuan.com/app/index.php?i=1&c=entry&do=index&m=tiger_newhu&ht_uid=1295759"
2019/12/07 14:19:23 [alert] 12#12: *94794 write() to "/usr/local/openresty/nginx/logs/host.access.log" was incomplete: 61 of 11065 while logging request, client: 106.118.209.190, server: tb.haitunzhuan.com, request: "GET /app/index.php?i=1&c=entry&do=index&m=tiger_newhu&ht_uid=712734 HTTP/1.1", upstream: "http://172.16.134.81:10021/app/index.php?i=1&c=entry&do=index&m=tiger_newhu&ht_uid=712734", host: "tb.haitunzhuan.com"
2019/12/07 14:20:07 [crit] 12#12: *94799 pwritev() "/usr/local/openresty/nginx/proxy_temp/0/36/0000004360" failed (28: No space left on device) while reading upstream, client: 183.17.54.82, server: tb.haitunzhuan.com, request: "GET /addons/tiger_newhu/template/mobile/tbgoods/style88/js/jquery.js HTTP/1.1", upstream: "http://172.16.134.81:10021/addons/tiger_newhu/template/mobile/tbgoods/style88/js/jquery.js", host: "tb.haitunzhuan.com", referrer: "http://tb.haitunzhuan.com/app/index.php?i=1&c=entry&do=index&m=tiger_newhu&ht_uid=1362683"
2019/12/07 14:20:07 [crit] 12#12: *94801 pwritev() "/usr/local/openresty/nginx/proxy_temp/1/36/0000004361"2019/12/21 05:08:03 [error] 12#12: *18039 connect() failed (111: Connection refused) while connecting to upstream, client: 185.156.177.18, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
